2.250000000000000000e+02,2.735000000000000000e+02,2.240000000000000000e+02,2.035000000000000000e+02,2.250000000000000000e+02,1.220000000000000000e+02,2.220000000000000000e+02,4.150000000000000000e+01
2.250000000000000000e+02,2.735000000000000000e+02,2.240000000000000000e+02,2.035000000000000000e+02,2.250000000000000000e+02,1.220000000000000000e+02,2.220000000000000000e+02,4.150000000000000000e+01
2.225000000000000000e+02,2.735000000000000000e+02,2.240000000000000000e+02,2.035000000000000000e+02,2.250000000000000000e+02,1.220000000000000000e+02,2.210000000000000000e+02,4.150000000000000000e+01
2.225000000000000000e+02,2.735000000000000000e+02,2.250000000000000000e+02,2.035000000000000000e+02,2.250000000000000000e+02,1.205000000000000000e+02,2.215000000000000000e+02,4.150000000000000000e+01
2.230000000000000000e+02,2.740000000000000000e+02,2.240000000000000000e+02,2.035000000000000000e+02,2.245000000000000000e+02,1.205000000000000000e+02,2.215000000000000000e+02,4.150000000000000000e+01
2.225000000000000000e+02,2.735000000000000000e+02,2.250000000000000000e+02,2.030000000000000000e+02,2.240000000000000000e+02,1.215000000000000000e+02,2.210000000000000000e+02,4.150000000000000000e+01
2.240000000000000000e+02,2.735000000000000000e+02,2.220000000000000000e+02,2.045000000000000000e+02,2.240000000000000000e+02,1.215000000000000000e+02,2.195000000000000000e+02,4.200000000000000000e+01
2.240000000000000000e+02,2.730000000000000000e+02,2.235000000000000000e+02,2.040000000000000000e+02,2.225000000000000000e+02,1.210000000000000000e+02,2.185000000000000000e+02,4.250000000000000000e+01
2.225000000000000000e+02,2.730000000000000000e+02,2.230000000000000000e+02,2.040000000000000000e+02,2.225000000000000000e+02,1.210000000000000000e+02,2.155000000000000000e+02,4.150000000000000000e+01
2.225000000000000000e+02,2.730000000000000000e+02,2.220000000000000000e+02,2.040000000000000000e+02,2.215000000000000000e+02,1.210000000000000000e+02,2.130000000000000000e+02,4.150000000000000000e+01
2.250000000000000000e+02,2.720000000000000000e+02,2.225000000000000000e+02,2.045000000000000000e+02,2.205000000000000000e+02,1.210000000000000000e+02,2.115000000000000000e+02,4.150000000000000000e+01
2.230000000000000000e+02,2.730000000000000000e+02,2.230000000000000000e+02,2.045000000000000000e+02,2.185000000000000000e+02,1.210000000000000000e+02,2.065000000000000000e+02,4.400000000000000000e+01
2.230000000000000000e+02,2.730000000000000000e+02,2.230000000000000000e+02,2.040000000000000000e+02,2.180000000000000000e+02,1.220000000000000000e+02,2.055000000000000000e+02,4.350000000000000000e+01
2.225000000000000000e+02,2.735000000000000000e+02,2.220000000000000000e+02,2.040000000000000000e+02,2.180000000000000000e+02,1.215000000000000000e+02,2.035000000000000000e+02,4.400000000000000000e+01
2.230000000000000000e+02,2.735000000000000000e+02,2.225000000000000000e+02,2.040000000000000000e+02,2.180000000000000000e+02,1.220000000000000000e+02,2.030000000000000000e+02,4.400000000000000000e+01
2.260000000000000000e+02,2.725000000000000000e+02,2.230000000000000000e+02,2.045000000000000000e+02,2.175000000000000000e+02,1.215000000000000000e+02,2.030000000000000000e+02,4.300000000000000000e+01
2.230000000000000000e+02,2.735000000000000000e+02,2.225000000000000000e+02,2.045000000000000000e+02,2.170000000000000000e+02,1.225000000000000000e+02,2.015000000000000000e+02,4.400000000000000000e+01
2.235000000000000000e+02,2.735000000000000000e+02,2.225000000000000000e+02,2.045000000000000000e+02,2.170000000000000000e+02,1.220000000000000000e+02,2.020000000000000000e+02,4.350000000000000000e+01
2.235000000000000000e+02,2.735000000000000000e+02,2.225000000000000000e+02,2.040000000000000000e+02,2.170000000000000000e+02,1.220000000000000000e+02,2.015000000000000000e+02,4.350000000000000000e+01
2.260000000000000000e+02,2.715000000000000000e+02,2.225000000000000000e+02,2.050000000000000000e+02,2.165000000000000000e+02,1.215000000000000000e+02,2.010000000000000000e+02,4.500000000000000000e+01
2.260000000000000000e+02,2.725000000000000000e+02,2.225000000000000000e+02,2.050000000000000000e+02,2.165000000000000000e+02,1.215000000000000000e+02,2.010000000000000000e+02,4.400000000000000000e+01
2.235000000000000000e+02,2.735000000000000000e+02,2.225000000000000000e+02,2.030000000000000000e+02,2.165000000000000000e+02,1.215000000000000000e+02,2.010000000000000000e+02,4.350000000000000000e+01
2.235000000000000000e+02,2.735000000000000000e+02,2.225000000000000000e+02,2.050000000000000000e+02,2.165000000000000000e+02,1.215000000000000000e+02,2.000000000000000000e+02,4.400000000000000000e+01
2.235000000000000000e+02,2.735000000000000000e+02,2.225000000000000000e+02,2.040000000000000000e+02,2.165000000000000000e+02,1.215000000000000000e+02,2.000000000000000000e+02,4.500000000000000000e+01
2.235000000000000000e+02,2.735000000000000000e+02,2.230000000000000000e+02,2.040000000000000000e+02,2.160000000000000000e+02,1.215000000000000000e+02,1.995000000000000000e+02,4.400000000000000000e+01
2.235000000000000000e+02,2.740000000000000000e+02,2.225000000000000000e+02,2.045000000000000000e+02,2.155000000000000000e+02,1.215000000000000000e+02,1.990000000000000000e+02,4.400000000000000000e+01
2.235000000000000000e+02,2.740000000000000000e+02,2.230000000000000000e+02,2.040000000000000000e+02,2.160000000000000000e+02,1.220000000000000000e+02,1.985000000000000000e+02,4.400000000000000000e+01
2.250000000000000000e+02,2.740000000000000000e+02,2.225000000000000000e+02,2.040000000000000000e+02,2.160000000000000000e+02,1.220000000000000000e+02,1.990000000000000000e+02,4.400000000000000000e+01
2.250000000000000000e+02,2.740000000000000000e+02,2.225000000000000000e+02,2.035000000000000000e+02,2.155000000000000000e+02,1.215000000000000000e+02,1.975000000000000000e+02,4.450000000000000000e+01
2.250000000000000000e+02,2.740000000000000000e+02,2.230000000000000000e+02,2.040000000000000000e+02,2.150000000000000000e+02,1.230000000000000000e+02,1.970000000000000000e+02,4.400000000000000000e+01
2.235000000000000000e+02,2.740000000000000000e+02,2.225000000000000000e+02,2.040000000000000000e+02,2.150000000000000000e+02,1.230000000000000000e+02,1.970000000000000000e+02,4.450000000000000000e+01
2.230000000000000000e+02,2.740000000000000000e+02,2.225000000000000000e+02,2.040000000000000000e+02,2.150000000000000000e+02,1.215000000000000000e+02,1.970000000000000000e+02,4.450000000000000000e+01
2.230000000000000000e+02,2.740000000000000000e+02,2.210000000000000000e+02,2.035000000000000000e+02,2.150000000000000000e+02,1.220000000000000000e+02,1.970000000000000000e+02,4.550000000000000000e+01
2.230000000000000000e+02,2.740000000000000000e+02,2.220000000000000000e+02,2.040000000000000000e+02,2.150000000000000000e+02,1.220000000000000000e+02,1.965000000000000000e+02,4.550000000000000000e+01
2.250000000000000000e+02,2.740000000000000000e+02,2.215000000000000000e+02,2.040000000000000000e+02,2.150000000000000000e+02,1.235000000000000000e+02,1.955000000000000000e+02,4.450000000000000000e+01
2.250000000000000000e+02,2.755000000000000000e+02,2.215000000000000000e+02,2.035000000000000000e+02,2.150000000000000000e+02,1.225000000000000000e+02,1.970000000000000000e+02,4.450000000000000000e+01
2.235000000000000000e+02,2.740000000000000000e+02,2.215000000000000000e+02,2.035000000000000000e+02,2.150000000000000000e+02,1.230000000000000000e+02,1.960000000000000000e+02,4.500000000000000000e+01
2.260000000000000000e+02,2.725000000000000000e+02,2.215000000000000000e+02,2.040000000000000000e+02,2.150000000000000000e+02,1.220000000000000000e+02,1.960000000000000000e+02,4.500000000000000000e+01
2.260000000000000000e+02,2.725000000000000000e+02,2.215000000000000000e+02,2.035000000000000000e+02,2.145000000000000000e+02,1.215000000000000000e+02,1.960000000000000000e+02,4.450000000000000000e+01
2.245000000000000000e+02,2.740000000000000000e+02,2.220000000000000000e+02,2.035000000000000000e+02,2.150000000000000000e+02,1.205000000000000000e+02,1.960000000000000000e+02,4.450000000000000000e+01
2.245000000000000000e+02,2.740000000000000000e+02,2.220000000000000000e+02,2.035000000000000000e+02,2.150000000000000000e+02,1.205000000000000000e+02,1.960000000000000000e+02,4.450000000000000000e+01
2.240000000000000000e+02,2.740000000000000000e+02,2.220000000000000000e+02,2.035000000000000000e+02,2.145000000000000000e+02,1.210000000000000000e+02,1.960000000000000000e+02,4.500000000000000000e+01
2.225000000000000000e+02,2.735000000000000000e+02,2.220000000000000000e+02,2.035000000000000000e+02,2.145000000000000000e+02,1.210000000000000000e+02,1.955000000000000000e+02,4.450000000000000000e+01
2.225000000000000000e+02,2.735000000000000000e+02,2.225000000000000000e+02,2.035000000000000000e+02,2.145000000000000000e+02,1.210000000000000000e+02,1.960000000000000000e+02,4.450000000000000000e+01
2.255000000000000000e+02,2.725000000000000000e+02,2.220000000000000000e+02,2.025000000000000000e+02,2.145000000000000000e+02,1.210000000000000000e+02,1.960000000000000000e+02,4.500000000000000000e+01
2.230000000000000000e+02,2.735000000000000000e+02,2.220000000000000000e+02,2.030000000000000000e+02,2.145000000000000000e+02,1.210000000000000000e+02,1.955000000000000000e+02,4.550000000000000000e+01
2.230000000000000000e+02,2.740000000000000000e+02,2.220000000000000000e+02,2.035000000000000000e+02,2.145000000000000000e+02,1.210000000000000000e+02,1.940000000000000000e+02,4.550000000000000000e+01
2.255000000000000000e+02,2.725000000000000000e+02,2.220000000000000000e+02,2.035000000000000000e+02,2.145000000000000000e+02,1.210000000000000000e+02,1.960000000000000000e+02,4.500000000000000000e+01
2.260000000000000000e+02,2.735000000000000000e+02,2.220000000000000000e+02,2.035000000000000000e+02,2.145000000000000000e+02,1.215000000000000000e+02,1.960000000000000000e+02,4.500000000000000000e+01
2.255000000000000000e+02,2.725000000000000000e+02,2.220000000000000000e+02,2.035000000000000000e+02,2.145000000000000000e+02,1.215000000000000000e+02,1.960000000000000000e+02,4.500000000000000000e+01
2.265000000000000000e+02,2.725000000000000000e+02,2.220000000000000000e+02,2.035000000000000000e+02,2.145000000000000000e+02,1.210000000000000000e+02,1.960000000000000000e+02,4.500000000000000000e+01
2.265000000000000000e+02,2.725000000000000000e+02,2.220000000000000000e+02,2.025000000000000000e+02,2.145000000000000000e+02,1.215000000000000000e+02,1.960000000000000000e+02,4.500000000000000000e+01
